timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 1 41 0.18484946275432296 0.21515053724567706
1 1 629 0.3615297050040158 0.0384702949959842
1 2 672 0.2687555239658751 0.13124447603412492
1 5 156 0.39548857828571116 0.004511421714288866
1 5 304 0.22341544237040514 0.17658455762959488
1 5 561 0.3347690050414294 0.0652309949585706
1 6 558 0.35612422803053234 0.04387577196946768
1 7 805 0.2052185089896767 0.19478149101032333
1 9 960 0.3900189458911313 0.009981054108868737
1 10 431 0.1948464359056975 0.20515356409430252
1 11 38 0.21745548680161317 0.18254451319838685
1 11 472 0.287124021675999 0.11287597832400104
1 12 147 0.2971060290749893 0.10289397092501074
1 13 732 0.3845128506720747 0.015487149327925331
1 14 63 0.18785804991673916 0.21214195008326087
1 14 76 0.04920856987292707 0.3507914301270729
1 17 44 0.38967480031288587 0.01032519968711415
1 17 452 0.34173313949798373 0.05826686050201629
1 18 278 0.11248523024098372 0.2875147697590163
1 19 299 0.19118971309414082 0.2088102869058592
1 20 98 0.3998071067346972 1.9289326530280704E-4
1 22 216 0.10292794945815728 0.2970720505418427
1 22 487 0.12156299276454799 0.27843700723545206
1 24 245 0.29366318469287367 0.10633681530712635
1 24 375 0.25630886240469847 0.14369113759530155
1 26 674 0.35914001414732843 0.04085998585267159
1 26 769 0.38771444228767854 0.012285557712321482
1 27 849 0.22210670835694724 0.1778932916430528
1 28 205 0.3963937990908551 0.00360620090914493
1 29 751 0.23194890043504088 0.16805109956495914
1 30 472 0.3189036547588859 0.08109634524111414
1 31 129 0.3719487118697341 0.028051288130265917
1 31 834 0.32781746891856056 0.07218253108143946
1 35 342 0.10582628634500617 0.29417371365499384
1 35 584 0.3306015002009792 0.0693984997990208
1 35 951 0.17377782014739326 0.22622217985260676
1 36 97 0.08452136089687598 0.315478639103124
1 37 363 0.26822256457564503 0.131777435424355
1 39 352 0.2849212486636842 0.11507875133631584
1 40 728 0.21604710093222662 0.1839528990677734
1 41 629 0.3095469803724164 0.09045301962758362
1 42 520 0.07315027135132068 0.32684972864867934
1 42 701 0.34207650646371085 0.05792349353628917
1 43 180 0.10600266702012473 0.2939973329798753
1 44 403 0.3693846025619835 0.0306153974380165
1 44 452 0.05285087993934529 0.34714912006065474
1 45 854 0.3901237175435835 0.00987628245641653
1 46 516 0.2547692792841402 0.1452307207158598
1 46 568 0.24670215609414803 0.153297843905852
1 48 131 0.13343608198414014 0.2665639180158599
1 48 801 0.14726360636601182 0.2527363936339882
1 50 112 0.16310852709312038 0.23689147290687965
1 50 284 0.19953232452843758 0.20046767547156244
1 52 988 0.19271085211805664 0.2072891478819434
1 53 857 0.3992187934996723 7.812065003277024E-4
1 53 918 0.2818962800270696 0.1181037199729304
1 53 964 0.3839926752545469 0.016007324745453133
1 55 721 0.2611569644162654 0.13884303558373462
1 58 824 0.3035837252679865 0.09641627473201353
1 59 583 0.043387789664091674 0.35661221033590834
1 62 999 0.27744356701271516 0.12255643298728486
1 63 76 0.1425035352884738 0.2574964647115262
1 63 817 0.36458537258424484 0.035414627415755184
1 64 986 0.07690572802751368 0.32309427197248636
1 66 729 0.08368088573982778 0.31631911426017223
1 67 585 0.23241223086874446 0.16758776913125556
1 68 765 0.38611497207449813 0.013885027925501892
1 69 114 0.27515612427967145 0.12484387572032857
1 69 979 0.36864296766592064 0.03135703233407938
1 70 214 0.36588805025144383 0.03411194974855619
1 73 718 0.3537567672420054 0.046243232757994635
1 73 976 0.24793401309912477 0.15206598690087525
1 74 110 0.12847821575626042 0.27152178424373963
1 75 846 0.38317666618730634 0.016823333812693686
1 78 871 0.267772018215173 0.13222798178482703
1 79 241 0.35265835263753353 0.04734164736246649
1 80 644 0.14217375248553454 0.2578262475144655
1 81 211 0.3144483575540796 0.0855516424459204
1 81 534 0.27880810187631955 0.12119189812368047
1 81 582 0.35078317300736334 0.049216826992636686
1 82 343 0.20775284523574694 0.19224715476425308
1 82 504 0.2620565178746023 0.1379434821253977
1 84 345 0.23480455570837078 0.16519544429162925
1 84 985 0.3035640254754026 0.0964359745245974
1 87 434 0.3552284186602612 0.0447715813397388
1 87 719 0.3359677695759986 0.06403223042400141
1 88 720 0.20365974316426108 0.19634025683573894
1 89 631 0.3789131721702827 0.021086827829717325
1 92 503 0.3446985891207785 0.055301410879221524
1 93 410 0.37437279599647866 0.025627204003521364
1 95 491 0.20912866746498646 0.19087133253501357
1 96 626 0.1924542778909784 0.2075457221090216
1 97 377 0.3703827609079706 0.0296172390920294
1 99 879 0.3088405030430136 0.09115949695698644
1 100 841 0.2880733155465946 0.11192668445340542
1 103 497 0.1961592219061294 0.20384077809387063
1 103 893 0.16706398320225122 0.2329360167977488
1 104 423 0.2322216593595656 0.16777834064043443
1 104 837 0.08871517320618545 0.3112848267938146
1 106 463 0.21297453676549036 0.18702546323450966
1 107 212 0.34214310665507314 0.057856893344926885
1 109 678 0.39668255882570175 0.0033174411742982746
1 111 324 0.050703515424888726 0.3492964845751113
1 111 602 0.12876123197267006 0.27123876802732994
1 111 623 0.3342966397945182 0.06570336020548184
1 112 193 0.39181891413364656 0.008181085866353466
1 112 284 0.35018158979723174 0.04981841020276828
1 114 979 0.09917787707548789 0.30082212292451216
1 118 329 0.17980464423602363 0.2201953557639764
1 122 232 0.39899355490188176 0.0010064450981182582
1 122 544 0.3532184428215202 0.046781557178479816
1 123 778 0.31636923545418655 0.08363076454581347
1 125 396 0.07096599012138886 0.32903400987861114
1 126 708 0.25309799038911485 0.14690200961088518
1 127 817 0.2747165685750537 0.1252834314249463
1 129 834 0.12920024897276125 0.27079975102723874
1 131 801 0.2801109114448284 0.11988908855517161
1 134 727 0.20041421406302817 0.19958578593697185
1 135 514 0.14544195326261872 0.2545580467373813
1 135 811 0.28637984841848657 0.11362015158151345
1 136 720 0.3677025498205798 0.032297450179420206
1 137 159 0.3423936007782701 0.05760639922172994
1 138 813 0.20008386168316475 0.19991613831683527
1 139 165 0.21889803954018563 0.1811019604598144
1 139 572 0.3613640299709467 0.038635970029053335
1 141 959 0.288841753351422 0.11115824664857804
1 142 481 0.3010582480392217 0.09894175196077831
1 143 239 0.059811177426553515 0.3401888225734465
1 143 723 0.38226068883453523 0.01773931116546479
1 144 713 0.07223698690882994 0.32776301309117006
1 145 884 0.32135202619859793 0.0786479738014021
1 148 368 0.07030361364950344 0.3296963863504966
1 148 873 0.2725167206873915 0.1274832793126085
1 150 606 0.21984878694998136 0.18015121305001866
1 151 655 0.3580112193057349 0.04198878069426515
1 154 860 0.399615468902572 3.845310974280314E-4
1 156 561 0.27407127829850403 0.125928721701496
1 158 600 0.3148893804959134 0.0851106195040866
1 158 664 0.27357955215203095 0.12642044784796908
