timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 8 19 0.29545763910563766 0.10454236089436236
2 10 20 0.363133913734619 0.036866086265381015
2 13 18 0.3715219934533628 0.028478006546637236
2 15 16 0.37634570952561136 0.02365429047438866
3 1 4 0.3695057758920708 0.030494224107929235
3 4 11 0.38875950884157173 0.01124049115842829
3 6 9 0.27953062855838146 0.12046937144161857
3 6 11 0.345827439368166 0.05417256063183401
3 7 12 0.2739260449052601 0.1260739550947399
3 7 14 0.37907281743449256 0.020927182565507463
3 7 19 0.3100426521989844 0.08995734780101561
3 8 15 0.39148792525436665 0.008512074745633369
3 9 16 0.37567491188959085 0.024325088110409177
3 10 20 0.19655030150931443 0.2034496984906856
3 12 14 0.35773641608822393 0.04226358391177609
3 13 18 0.23475107306418805 0.16524892693581197
3 14 19 0.3035343564564908 0.09646564354350923
3 15 16 0.23287952293439293 0.1671204770656071
4 1 4 0.27928932535575873 0.12071067464424129
4 3 20 0.3577165296178878 0.04228347038211222
4 5 17 0.3628451685589677 0.03715483144103232
4 6 9 0.22985877202677607 0.17014122797322395
4 6 11 0.3214503290709159 0.0785496709290841
4 7 19 0.34611734979659975 0.05388265020340027
4 8 16 0.3283715420110035 0.07162845798899653
4 9 11 0.3927114909129762 0.007288509087023831
4 9 16 0.3805878654196147 0.01941213458038532
4 10 20 0.22992056632117516 0.17007943367882486
4 12 14 0.3593289923782139 0.040671007621786104
4 13 18 0.23385391301581512 0.1661460869841849
4 14 19 0.3697890855799615 0.030210914420038537
4 15 16 0.303876014966448 0.09612398503355202
5 1 4 0.32893860124840774 0.07106139875159229
5 3 20 0.3910882379598725 0.008911762040127502
5 5 17 0.36484339318446385 0.03515660681553617
5 6 9 0.31033305847258746 0.08966694152741256
5 8 16 0.36166545458104804 0.03833454541895198
5 9 11 0.3390812124092408 0.06091878759075925
5 10 20 0.300860343284237 0.09913965671576302
5 13 18 0.33625074406523464 0.06374925593476538
5 15 16 0.3832257221111152 0.016774277888884803
6 1 2 0.39382038253197366 0.006179617468026366
6 5 17 0.3982554434983534 0.0017445565016466213
6 6 9 0.3510183421220521 0.04898165787794795
6 7 15 0.3935152115778592 0.006484788422140841
6 9 11 0.35680894953692044 0.04319105046307958
6 15 16 0.39738218595822933 0.002617814041770694
7 2 4 0.38035578416419696 0.01964421583580306
7 3 10 0.38436991465091164 0.015630085349088385
7 6 9 0.326509851244674 0.073490148755326
