timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 8 309 0.328830986378803 0.07116901362119704
1 9 690 0.28234586668332445 0.11765413331667557
1 11 323 0.33255994211488416 0.06744005788511587
1 14 937 0.044055004509434836 0.3559449954905652
1 17 809 0.09194223333126912 0.3080577666687309
1 18 309 0.23932516095086992 0.1606748390491301
1 24 532 0.366506105716964 0.03349389428303601
1 25 226 0.2322566255274343 0.1677433744725657
1 29 805 0.037778036706220805 0.3622219632937792
1 34 337 0.2019320847738756 0.19806791522612444
1 39 697 0.22635728369683356 0.17364271630316647
1 39 880 0.30093925689944606 0.09906074310055396
1 41 983 0.3664450320419704 0.03355496795802965
1 52 782 0.3496296007540801 0.050370399245919906
1 55 246 0.041918657403813356 0.3580813425961867
1 62 233 0.29463668415710886 0.10536331584289116
1 65 922 0.24482749248137148 0.15517250751862854
1 67 597 0.25388494584288873 0.1461150541571113
1 68 657 0.18323046965925716 0.21676953034074287
1 71 114 0.0833647441789556 0.3166352558210444
1 72 812 0.26183556772615135 0.13816443227384867
1 74 614 0.14456352934731437 0.25543647065268565
1 76 99 0.24205539066715248 0.15794460933284754
1 76 249 0.376866816931825 0.023133183068175023
1 91 580 0.3598125592423745 0.04018744075762554
1 93 783 0.3741447689308592 0.025855231069140838
1 94 837 0.36178811418092055 0.03821188581907947
1 96 488 0.2915475880162238 0.1084524119837762
1 102 242 0.3919764157072035 0.008023584292796537
1 104 374 0.3115702986620225 0.0884297013379775
1 106 884 0.23301560411771494 0.16698439588228509
1 108 511 0.36917343559208315 0.030826564407916868
1 111 183 0.38945266530787703 0.01054733469212299
1 113 692 0.1846410414247441 0.21535895857525592
1 117 931 0.18901933197711202 0.210980668022888
1 130 602 0.155305697488896 0.24469430251110402
1 133 722 0.14400187255422406 0.255998127445776
1 135 667 0.3898420729336149 0.01015792706638513
1 140 213 0.2774043584332463 0.12259564156675373
1 141 324 0.3958783643837689 0.004121635616231134
1 141 554 0.39347364299419885 0.0065263570058011755
1 141 611 0.3026407411866091 0.09735925881339091
1 141 792 0.3186988045913199 0.08130119540868014
1 152 417 0.2744199430873105 0.12558005691268953
1 155 605 0.36685936716241285 0.03314063283758717
1 161 477 0.27684607253871496 0.12315392746128506
1 163 324 0.10201855256259348 0.2979814474374065
1 163 554 0.28271542527980964 0.11728457472019038
1 163 792 0.30291324975647826 0.09708675024352176
1 172 709 0.1508567612075459 0.24914323879245412
1 172 808 0.32359360081893 0.07640639918107
1 172 834 0.19288079142539644 0.20711920857460359
1 180 292 0.022006434509993063 0.37799356549000696
1 183 594 0.35624769478196455 0.04375230521803547
1 185 445 0.3968246456069082 0.0031753543930918005
1 189 468 0.37920274418515293 0.020797255814847093
1 196 743 0.3304838817011276 0.06951611829887244
1 197 989 0.3382695676844468 0.061730432315553196
1 198 958 0.23990171776648112 0.1600982822335189
1 200 515 0.0676958964970815 0.3323041035029185
1 200 963 0.09261431714816937 0.30738568285183065
1 202 776 0.22681865113811686 0.17318134886188316
1 203 395 0.15531594581165792 0.2446840541883421
1 205 790 0.35456290228597925 0.04543709771402077
1 213 701 0.37777836758674194 0.022221632413258086
1 214 573 0.29860682504267455 0.10139317495732547
1 214 623 0.2660867524529063 0.13391324754709372
1 219 802 0.10708578515312205 0.29291421484687796
1 219 865 0.3110548088370774 0.0889451911629226
1 223 724 0.2748349330530323 0.12516506694696772
1 229 392 0.3934824009178779 0.0065175990821221275
1 230 376 0.3335963018704047 0.06640369812959535
1 230 633 0.06364348950555286 0.33635651049444715
1 231 974 0.2956990908499422 0.1043009091500578
1 237 996 0.35363344943152025 0.04636655056847977
1 240 441 0.10151749130372736 0.2984825086962727
1 240 743 0.3039392348192031 0.09606076518079693
1 241 393 0.36267204432110334 0.037327955678896685
1 252 368 0.14194162261567347 0.2580583773843266
1 256 609 0.3883310824506848 0.011668917549315205
1 259 787 0.27149169472553497 0.12850830527446505
1 263 719 0.27612717119964514 0.12387282880035488
1 268 942 0.38238890615177873 0.017611093848221293
1 269 798 0.3367619150958872 0.06323808490411281
1 272 553 0.2427947641058862 0.1572052358941138
1 275 542 0.2570447884486537 0.14295521155134633
1 287 319 0.3696268719954095 0.03037312800459052
1 305 604 0.3641559109310254 0.03584408906897463
1 306 646 0.3122234195087613 0.08777658049123871
1 309 500 0.336463894741802 0.06353610525819803
1 310 397 0.19272635434584412 0.2072736456541559
1 310 756 0.25965990571771086 0.14034009428228916
1 311 424 0.2363880064093022 0.16361199359069784
1 318 554 0.20749396256028388 0.19250603743971614
1 319 496 0.22537574206227717 0.17462425793772285
1 321 694 0.35248774154152634 0.04751225845847368
